user_id,role,login_hour,failed_logins,files_accessed,sensitive_files_accessed,usb_insertions,external_email_count,vpn_usage,working_hours_violation,anomaly_score,insider_threat
U102619,Contractor,16,2,14,1,0,3,0,0,0.038,0
U102620,Contractor,10,1,14,3,0,1,1,0,0.259,0
U102621,Manager,3,1,13,0,1,2,0,0,0.884,0
U102622,Employee,22,1,21,2,0,3,1,0,0.181,0
U102623,Employee,7,0,23,0,2,1,1,0,0.727,1
U102624,Contractor,23,0,16,1,0,1,1,1,0.292,0
U102625,Admin,13,3,21,1,1,1,1,1,0.576,0
U102626,Admin,4,1,11,1,0,0,0,0,0.791,0
U102627,Employee,13,2,17,1,1,2,0,1,0.884,0
U102628,Employee,22,1,20,2,0,1,0,0,0.836,0
U102629,Employee,7,1,13,0,0,1,0,0,0.001,0
U102630,Employee,21,1,15,1,0,0,0,0,0.071,0
U102631,Employee,11,0,18,1,2,3,0,0,0.334,0
U102632,Employee,15,2,20,0,0,1,0,1,0.059,0
U102633,Employee,13,2,13,1,1,0,0,1,0.458,0
U102634,Manager,4,0,17,1,1,3,1,0,0.138,0
U102635,Employee,13,0,15,0,0,4,1,0,0.964,0
U102636,Contractor,0,1,7,3,0,1,0,0,0.065,0
U102637,Employee,0,0,18,1,1,4,0,0,0.668,0
U102638,Employee,12,2,15,1,1,0,1,0,0.369,0
U102639,Employee,12,0,10,1,0,1,1,0,0.728,0
U102640,Admin,4,2,16,0,0,0,1,0,0.226,0
U102641,Manager,12,1,14,2,1,2,1,0,0.798,0
U102642,Manager,15,3,15,1,0,1,1,1,0.192,0
U102643,Manager,2,0,18,1,2,0,1,0,0.617,0
U102644,Employee,3,1,12,1,1,3,0,0,0.275,0
U102645,Employee,15,2,11,1,0,2,1,0,0.492,0
U102646,Employee,18,3,22,0,0,5,1,0,0.519,0
U102647,Employee,6,1,16,2,0,2,0,0,0.803,0
U102648,Admin,3,0,19,2,0,3,1,0,0.02,0
U102649,Employee,0,1,13,0,0,4,0,0,0.887,0
U102650,Admin,9,1,16,0,0,4,0,0,0.501,0
U102651,Employee,9,0,25,0,1,3,1,0,0.713,0
U102652,Employee,10,1,15,3,0,3,1,0,0.643,1
U102653,Employee,15,3,12,0,2,1,0,0,0.932,1
U102654,Manager,6,1,15,2,2,3,1,0,0.235,0
U102655,Manager,14,1,18,2,1,1,0,1,0.293,0
U102656,Manager,9,0,14,1,1,0,0,0,0.647,0
U102657,Contractor,21,1,13,1,0,3,0,0,0.801,0
U102658,Employee,6,1,17,2,0,2,1,1,0.528,0
U102659,Employee,4,0,14,0,2,6,0,1,0.34,0
U102660,Employee,18,0,18,0,0,3,1,1,0.35,0
U102661,Employee,3,0,15,2,0,1,1,0,0.762,0
U102662,Employee,6,0,17,0,0,0,1,0,0.765,0
U102663,Employee,12,0,15,0,1,3,0,0,0.096,1
U102664,Employee,17,0,11,0,1,3,0,1,0.416,0
U102665,Employee,12,1,12,0,1,1,0,0,0.637,1
U102666,Admin,7,2,15,0,1,1,1,0,0.613,1
U102667,Employee,22,1,17,1,0,1,1,0,0.494,0
U102668,Employee,13,2,18,2,0,2,0,1,0.947,0
U102669,Employee,22,0,10,1,0,4,0,1,0.908,1
U102670,Manager,14,1,16,1,0,3,1,0,0.874,0
U102671,Employee,22,3,18,1,1,0,1,1,0.263,0
U102672,Manager,0,1,16,1,1,2,0,0,0.5,1
U102673,Employee,6,1,19,0,0,2,0,0,0.3,0
U102674,Admin,1,0,13,1,0,3,1,0,0.837,0
U102675,Employee,2,0,15,0,1,5,0,1,0.65,0
U102676,Contractor,23,2,15,1,0,1,0,0,0.659,0
U102677,Admin,9,1,12,1,1,2,1,0,0.204,0
U102678,Employee,20,3,26,1,0,4,0,1,0.284,0
U102679,Manager,22,2,14,1,0,2,0,0,0.67,1
U102680,Employee,3,0,21,0,0,3,1,0,0.008,0
U102681,Manager,14,1,17,1,0,0,0,1,0.976,0
U102682,Admin,3,1,12,0,0,3,0,0,0.106,0
U102683,Contractor,21,1,9,1,2,2,0,0,0.15,0
U102684,Contractor,6,0,10,1,0,2,1,1,0.806,0
U102685,Admin,18,2,17,1,2,3,0,0,0.169,0
U102686,Manager,6,2,16,1,1,4,0,0,0.917,0
U102687,Employee,21,1,13,1,0,4,0,0,0.81,0
U102688,Manager,8,1,17,1,1,3,0,0,0.708,0
U102689,Admin,12,3,21,1,1,0,0,1,0.579,0
U102690,Contractor,2,2,15,0,2,1,0,0,0.018,1
U102691,Manager,16,1,15,0,0,0,0,0,0.36,0
U102692,Employee,17,3,15,0,1,2,1,0,0.077,0
U102693,Manager,21,1,18,0,1,5,0,0,0.861,0
U102694,Employee,22,0,19,1,0,2,0,0,0.221,0
U102695,Employee,5,3,13,0,0,1,1,0,0.879,0
U102696,Contractor,5,0,21,0,1,3,0,0,0.024,0
U102697,Employee,22,0,10,0,1,5,0,0,0.204,0
U102698,Employee,11,4,10,1,1,2,0,1,0.873,0
U102699,Employee,20,0,13,1,0,2,1,1,0.407,0
U102700,Employee,14,2,13,0,0,3,0,0,0.567,0
U102701,Employee,19,3,11,1,1,2,0,0,0.19,1
U102702,Employee,4,2,6,1,0,1,0,0,0.112,0
U102703,Employee,14,0,16,0,0,1,0,1,0.911,0
U102704,Employee,17,2,21,1,0,1,0,1,0.548,0
U102705,Contractor,0,1,11,0,0,3,1,0,0.057,0
U102706,Manager,13,1,13,1,0,3,0,1,0.785,0
U102707,Admin,12,2,12,1,0,2,1,0,0.215,0
U102708,Employee,17,2,14,0,0,4,0,1,0.425,0
U102709,Manager,4,0,15,1,0,1,0,1,0.584,0
U102710,Employee,17,2,12,0,1,4,0,0,0.113,0
U102711,Manager,16,1,14,1,0,2,0,0,0.674,0
U102712,Admin,0,1,12,0,0,2,0,1,0.576,0
U102713,Employee,9,0,13,2,2,0,0,0,0.708,0
U102714,Employee,20,1,13,1,1,0,0,0,0.274,0
U102715,Employee,12,2,13,0,0,1,0,1,0.755,0
U102716,Employee,12,1,11,0,1,2,0,0,0.155,0
U102717,Employee,8,2,15,0,0,2,1,0,0.527,0
U102718,Employee,16,1,16,1,2,5,0,0,0.167,0
U102719,Employee,11,2,17,2,0,2,1,0,0.123,0
U102720,Employee,0,1,13,1,1,1,0,0,0.754,0
U102721,Manager,5,4,15,0,0,2,0,0,0.646,0
U102722,Employee,13,2,10,0,1,1,0,0,0.452,0
U102723,Manager,12,1,13,1,0,1,0,1,0.179,0
U102724,Employee,1,1,13,0,0,5,0,0,0.966,0
U102725,Employee,5,1,20,1,0,2,0,1,0.597,0
U102726,Manager,1,0,15,0,0,1,0,0,0.87,0
U102727,Employee,22,2,13,0,0,3,1,0,0.112,0
U102728,Employee,15,2,12,0,1,2,1,0,0.042,1
U102729,Manager,21,2,10,3,1,3,0,1,0.225,0
U102730,Employee,3,1,14,0,1,2,0,1,0.4,1
U102731,Employee,9,1,18,0,1,2,1,0,0.603,0
U102732,Admin,15,1,22,0,1,2,0,0,0.773,0
U102733,Admin,13,0,18,2,0,1,0,0,0.437,0
U102734,Admin,18,0,10,0,3,3,0,0,0.53,0
U102735,Manager,16,4,15,1,1,2,1,0,0.74,0
U102736,Manager,4,1,15,0,0,1,0,0,0.155,0
U102737,Employee,7,0,11,2,0,2,1,1,0.492,0
U102738,Employee,8,2,15,1,1,1,1,0,0.667,1
U102739,Employee,5,0,16,2,1,0,0,0,0.211,0
U102740,Employee,14,1,14,0,3,2,0,0,0.323,0
U102741,Employee,5,1,12,0,1,1,1,0,0.511,0
U102742,Manager,19,1,13,0,0,2,0,0,0.986,1
U102743,Employee,15,0,22,0,1,0,0,0,0.464,0
U102744,Employee,4,3,12,0,1,1,0,0,0.651,1
U102745,Employee,20,0,20,1,0,1,0,0,0.443,0
U102746,Employee,16,0,13,0,1,2,0,0,0.302,0
U102747,Manager,7,2,11,0,1,2,1,0,0.874,0
U102748,Manager,18,3,16,1,1,0,0,0,0.688,1
U102749,Employee,19,0,15,1,0,1,1,0,0.139,0
U102750,Employee,3,0,12,0,0,4,1,0,0.6,0
U102751,Employee,2,2,13,0,0,2,0,0,0.685,1
U102752,Manager,19,2,15,1,1,2,0,0,0.625,0
U102753,Contractor,3,0,23,1,1,4,1,1,0.309,1
U102754,Employee,17,0,15,1,2,2,1,0,0.458,0
U102755,Manager,11,2,16,0,0,4,0,1,0.517,0
U102756,Employee,20,1,15,0,0,1,0,0,0.11,0
U102757,Contractor,21,1,22,0,0,2,1,0,0.178,0
U102758,Employee,5,1,13,1,0,2,0,0,0.158,0
U102759,Contractor,3,0,21,3,1,0,1,0,0.051,1
U102760,Employee,9,2,13,1,0,3,1,0,0.522,0
U102761,Employee,15,4,23,0,1,1,0,0,0.505,0
U102762,Manager,14,2,4,0,2,2,0,1,0.581,0
U102763,Employee,8,0,18,0,0,2,0,1,0.142,0
U102764,Manager,18,2,19,2,0,0,1,1,0.052,0
U102765,Employee,10,2,13,2,2,6,1,0,0.532,0
U102766,Employee,7,3,16,1,0,2,1,0,0.564,0
U102767,Employee,18,0,17,1,1,2,0,1,0.217,0
U102768,Contractor,6,1,13,0,0,0,0,0,0.316,0
U102769,Employee,19,0,16,2,1,3,0,0,0.936,1
U102770,Employee,22,1,18,1,1,3,0,0,0.027,0
U102771,Contractor,6,1,21,0,3,2,0,0,0.199,1
U102772,Employee,6,2,21,0,1,1,0,0,0.851,0
U102773,Employee,0,2,15,3,2,1,1,1,0.375,0
U102774,Employee,6,0,12,1,0,1,0,0,0.504,0
U102775,Manager,17,1,23,1,0,0,1,0,0.161,0
U102776,Contractor,2,3,16,0,0,2,0,0,0.578,0
U102777,Employee,3,2,11,0,0,0,0,0,0.127,0
U102778,Employee,5,0,16,0,0,4,1,1,0.98,0
U102779,Contractor,1,2,18,0,0,4,0,0,0.263,0
U102780,Employee,1,2,14,1,1,0,0,0,0.333,0
U102781,Manager,8,1,9,1,2,2,0,0,0.637,0
U102782,Employee,8,3,16,2,1,3,1,0,0.645,1
U102783,Employee,8,0,17,0,1,1,1,0,0.977,0
U102784,Manager,0,1,12,1,1,4,0,0,0.255,0
U102785,Employee,9,1,13,0,1,1,0,1,0.724,0
U102786,Employee,21,3,15,1,2,2,0,0,0.555,0
U102787,Employee,12,3,21,0,2,3,0,0,0.138,0
U102788,Employee,21,0,14,1,1,0,0,0,0.956,0
U102789,Employee,12,2,16,0,1,4,0,0,0.651,0
U102790,Employee,4,0,16,2,2,1,0,0,0.591,0
U102791,Employee,23,0,15,0,0,1,0,0,0.04,1
U102792,Employee,13,1,9,3,0,4,1,1,0.153,0
U102793,Admin,1,1,14,0,0,2,0,0,0.828,0
U102794,Employee,23,0,18,0,2,1,0,1,0.902,0
U102795,Employee,14,1,18,0,0,0,0,0,0.083,0
U102796,Employee,2,1,24,0,0,1,1,1,0.834,0
U102797,Admin,20,1,24,0,0,0,1,0,0.846,1
U102798,Employee,20,2,11,2,2,1,1,0,0.943,0
U102799,Employee,11,1,17,2,1,2,0,0,0.749,0
U102800,Contractor,10,0,17,0,1,4,0,1,0.469,0
U102801,Manager,7,1,16,0,1,1,0,1,0.352,0
U102802,Employee,20,2,11,2,1,3,0,0,0.937,1
U102803,Employee,2,0,8,1,1,2,1,0,0.437,0
U102804,Employee,11,2,16,0,1,3,1,0,0.206,0
U102805,Employee,17,1,13,0,2,2,0,0,0.181,0
U102806,Employee,13,1,16,1,0,3,1,1,0.899,0
U102807,Employee,1,2,17,0,0,0,0,1,0.188,0
U102808,Employee,9,2,13,1,2,1,0,0,0.171,0
U102809,Employee,22,0,16,0,1,2,1,1,0.323,0
U102810,Employee,7,1,15,0,2,5,0,0,0.535,0
U102811,Employee,9,2,14,2,0,2,1,1,0.405,0
U102812,Manager,7,3,11,0,0,2,0,0,0.147,0
U102813,Contractor,11,1,20,0,0,2,0,0,0.262,0
U102814,Contractor,20,0,12,1,2,1,0,0,0.552,0
U102815,Employee,5,0,9,2,1,3,0,0,0.691,0
U102816,Manager,1,0,15,1,2,1,0,0,0.153,0
U102817,Employee,8,3,9,1,1,3,0,0,0.627,0
U102818,Employee,1,1,15,0,1,2,0,0,0.172,0
U102819,Employee,19,0,12,2,0,3,1,0,0.693,0
U102820,Employee,8,1,17,0,1,1,1,0,0.737,0
U102821,Admin,18,2,11,1,2,1,0,0,0.71,0
U102822,Admin,9,2,20,1,1,1,1,0,0.095,0
U102823,Employee,13,1,14,0,0,1,0,0,0.102,1
U102824,Employee,11,2,12,0,0,5,1,0,0.102,0
U102825,Admin,11,1,15,1,0,4,1,0,0.866,0
U102826,Admin,3,2,13,2,0,1,1,0,0.763,0
U102827,Employee,23,2,15,0,1,1,0,0,0.878,0
U102828,Employee,3,0,13,0,0,3,0,1,0.571,0
U102829,Employee,12,0,11,1,1,3,0,1,0.664,0
U102830,Employee,11,1,12,1,2,3,1,1,0.505,1
U102831,Employee,19,1,11,0,1,3,0,0,0.839,0
U102832,Employee,0,1,17,0,0,3,1,1,0.484,0
U102833,Manager,9,2,15,1,0,1,0,1,0.051,0
U102834,Employee,18,0,16,1,0,3,0,1,0.1,0
U102835,Manager,14,1,16,1,2,3,0,0,0.561,0
U102836,Employee,4,0,13,2,0,1,1,0,0.542,0
U102837,Employee,20,0,19,0,0,3,1,0,0.112,0
U102838,Employee,23,2,13,2,1,4,1,1,0.885,0
U102839,Manager,8,1,13,2,2,3,0,0,0.51,0
U102840,Employee,20,0,18,1,1,0,0,0,0.827,0
U102841,Manager,1,0,20,1,0,2,0,0,0.831,0
U102842,Employee,10,0,19,2,1,2,0,1,0.267,0
U102843,Admin,9,1,19,0,1,4,1,1,0.105,0
U102844,Employee,4,0,15,0,2,1,1,0,0.928,0
U102845,Contractor,11,2,13,0,0,3,1,0,0.104,0
U102846,Employee,16,1,11,1,1,1,0,0,0.683,0
U102847,Contractor,6,1,23,1,0,1,0,0,0.399,0
U102848,Employee,19,2,20,2,0,0,1,0,0.532,0
U102849,Employee,21,2,14,0,1,2,0,1,0.882,0
U102850,Employee,1,1,15,0,0,2,1,0,0.917,0
U102851,Employee,7,1,16,3,1,1,0,0,0.191,0
U102852,Manager,17,4,17,1,1,2,0,1,0.161,0
U102853,Employee,5,2,17,3,1,0,0,0,0.169,0
U102854,Admin,20,0,17,0,0,2,0,1,0.373,0
U102855,Manager,6,5,18,0,1,2,0,1,0.741,0
U102856,Admin,15,0,19,1,0,5,1,1,0.021,0
U102857,Employee,0,0,19,0,0,1,0,0,0.798,0
U102858,Employee,9,1,12,2,0,5,0,1,0.103,0
U102859,Employee,16,1,12,1,0,3,1,1,0.803,0
U102860,Admin,16,1,16,0,0,1,0,0,0.783,0
U102861,Manager,19,0,20,1,0,2,0,0,0.934,0
U102862,Admin,22,3,16,1,0,3,0,0,0.241,0
U102863,Employee,20,1,14,1,0,2,0,0,0.373,0
U102864,Employee,6,1,20,0,1,3,1,0,0.642,0
U102865,Employee,23,1,10,2,1,1,1,1,0.306,0
U102866,Employee,15,3,13,0,0,1,0,0,0.252,0
U102867,Contractor,5,1,23,0,0,1,0,1,0.291,0
U102868,Contractor,16,3,19,1,0,1,0,0,0.328,0
U102869,Manager,14,1,7,0,1,1,0,0,0.284,0
U102870,Employee,12,0,6,0,0,2,0,1,0.999,0
U102871,Admin,16,2,18,0,1,0,0,0,0.348,0
U102872,Manager,11,2,13,0,1,2,1,0,0.823,0
U102873,Employee,0,1,12,1,0,1,0,0,0.462,0
U102874,Employee,1,4,17,0,1,3,1,1,0.476,0
U102875,Employee,16,0,13,1,0,1,0,0,0.114,1
U102876,Employee,18,0,28,0,1,2,0,1,0.004,0
U102877,Contractor,11,0,21,0,2,1,0,0,0.581,1
U102878,Employee,1,3,17,0,0,0,0,0,0.173,0
U102879,Employee,3,1,21,0,2,2,0,1,0.242,0
U102880,Employee,11,1,15,1,1,2,0,0,0.726,0
U102881,Manager,4,3,10,0,1,0,0,0,0.027,0
U102882,Employee,15,3,18,3,0,1,1,0,0.825,0
U102883,Employee,21,1,14,2,0,2,1,0,0.541,0
U102884,Employee,21,0,22,0,2,1,0,0,0.125,0
U102885,Employee,16,1,11,1,0,0,0,1,0.186,1
U102886,Employee,3,0,16,0,1,2,0,0,0.072,0
U102887,Employee,20,2,19,1,1,1,0,0,0.931,0
U102888,Admin,3,0,11,0,1,1,1,1,0.553,1
U102889,Employee,10,1,13,1,2,2,0,1,0.681,0
U102890,Employee,23,1,14,0,0,2,1,0,0.278,0
U102891,Employee,9,3,13,1,0,1,0,0,0.793,0
U102892,Contractor,10,1,18,1,0,1,1,0,0.635,0
U102893,Employee,6,2,11,1,1,4,1,0,0.351,0
U102894,Employee,22,0,15,1,0,1,1,0,0.997,0
U102895,Contractor,7,0,14,0,2,0,1,0,0.574,0
U102896,Employee,0,1,21,1,0,1,1,0,0.55,0
U102897,Employee,18,3,11,0,0,1,0,0,0.536,0
U102898,Admin,12,0,12,2,0,2,0,1,0.451,0
U102899,Employee,9,0,11,1,0,3,0,1,0.632,0
U102900,Employee,16,2,7,3,1,2,0,0,0.239,0
U102901,Employee,10,0,15,0,1,1,1,0,0.989,0
U102902,Manager,22,1,13,0,1,2,1,0,0.956,0
U102903,Admin,10,0,15,1,0,2,0,0,0.088,0
U102904,Employee,5,5,10,0,0,2,0,0,0.554,0
U102905,Admin,9,2,16,2,0,0,0,0,0.043,0
U102906,Contractor,3,4,10,1,0,2,0,0,0.539,0
U102907,Employee,12,1,16,3,0,1,0,1,0.463,0
U102908,Admin,7,1,16,1,0,0,0,0,0.605,0
U102909,Employee,9,2,14,1,0,1,1,0,0.003,0
U102910,Admin,4,1,11,1,0,2,0,0,0.617,0
U102911,Employee,3,1,12,1,1,0,0,1,0.833,0
U102912,Employee,9,0,9,0,1,3,0,0,0.774,1
U102913,Employee,6,2,16,1,1,1,0,0,0.705,0
U102914,Manager,3,0,18,0,1,0,0,0,0.513,1
U102915,Employee,21,2,18,0,1,2,0,0,0.751,0
U102916,Employee,9,1,16,1,2,1,0,1,0.045,0
U102917,Admin,7,1,13,1,1,1,0,0,0.583,0
U102918,Employee,10,0,28,0,1,0,0,0,0.896,0
U102919,Employee,13,0,15,1,0,2,1,0,0.199,0
U102920,Employee,19,2,14,1,2,4,0,0,0.67,0
U102921,Employee,11,1,16,2,1,6,0,0,0.351,0
U102922,Employee,15,1,25,2,0,1,0,0,0.036,0
U102923,Employee,19,1,17,2,0,0,0,1,0.264,0
U102924,Employee,1,3,14,0,0,0,1,1,0.53,0
U102925,Employee,8,0,12,1,0,4,0,0,0.094,0
U102926,Manager,15,1,19,2,2,1,0,0,0.445,0
U102927,Employee,3,0,20,0,0,2,0,0,0.586,0
U102928,Employee,20,0,11,1,1,2,0,1,0.79,0
U102929,Employee,0,0,13,2,1,1,1,0,0.914,0
U102930,Employee,14,0,13,0,2,1,0,0,0.293,0
U102931,Manager,11,3,16,0,0,1,0,0,0.321,1
U102932,Employee,7,6,19,2,1,0,0,0,0.009,1
U102933,Contractor,5,0,16,0,0,2,0,1,0.804,0
U102934,Employee,15,1,17,2,1,3,1,0,0.247,0
U102935,Employee,5,1,16,0,2,2,1,0,0.674,0
U102936,Admin,5,1,13,1,1,2,1,1,0.284,0
U102937,Employee,4,2,19,0,0,2,0,0,0.763,0
U102938,Employee,17,1,17,2,0,3,0,0,0.972,0
U102939,Employee,19,1,14,1,1,0,0,0,0.964,0
U102940,Employee,0,0,14,2,2,4,0,0,0.424,0
U102941,Manager,23,2,14,1,0,1,1,0,0.664,0
U102942,Employee,6,2,19,2,0,0,1,0,0.421,0
U102943,Employee,21,0,12,2,0,4,0,0,0.798,0
U102944,Employee,5,2,14,0,1,1,1,1,0.462,0
U102945,Contractor,5,1,11,0,1,0,0,0,0.002,1
U102946,Employee,12,0,14,0,0,3,0,0,0.483,0
U102947,Employee,22,0,14,1,1,2,0,0,0.869,0
U102948,Manager,18,2,18,0,1,4,0,0,0.09,0
U102949,Employee,18,1,13,2,0,0,0,0,0.007,0
U102950,Manager,10,2,16,0,1,0,1,0,0.479,0
U102951,Employee,16,1,17,1,1,1,0,0,0.091,0
U102952,Contractor,15,3,16,0,0,0,1,1,0.436,0
U102953,Employee,19,2,14,0,0,2,1,1,0.002,0
U102954,Manager,8,0,14,1,0,1,0,0,0.036,0
U102955,Employee,22,0,21,0,0,2,0,0,0.801,0
U102956,Manager,9,1,21,0,1,3,0,0,0.254,0
U102957,Employee,4,1,11,0,0,4,0,0,0.825,1
U102958,Employee,7,1,12,1,1,1,0,1,0.701,0
U102959,Manager,12,0,19,0,2,1,1,0,0.596,0
U102960,Employee,11,0,22,1,1,0,0,0,0.277,0
U102961,Employee,21,1,23,1,1,1,1,0,0.596,0
U102962,Employee,7,0,11,0,0,2,1,0,0.16,1
U102963,Manager,5,1,15,0,0,1,0,0,0.392,0
U102964,Employee,6,2,19,0,0,1,0,0,0.267,0
U102965,Employee,7,3,15,1,0,3,1,0,0.924,0
U102966,Employee,7,0,23,0,0,1,1,0,0.874,0
U102967,Manager,8,3,12,1,0,4,0,0,0.676,0
U102968,Employee,7,2,14,1,1,2,1,0,0.599,1
U102969,Employee,11,1,13,1,1,1,1,1,0.225,0
U102970,Admin,21,0,12,1,2,2,0,1,0.79,0
U102971,Employee,2,1,16,0,0,3,0,1,0.719,0
U102972,Employee,18,1,22,0,0,2,0,1,0.14,0
U102973,Employee,9,2,18,0,0,2,0,0,0.947,0
U102974,Employee,20,2,16,2,0,3,0,0,0.98,0
U102975,Employee,17,0,17,1,0,2,0,0,0.597,0
U102976,Admin,11,1,16,1,0,3,1,1,0.64,0
U102977,Employee,19,0,10,1,1,2,0,0,0.204,0
U102978,Contractor,14,0,9,4,0,1,1,0,0.533,0
U102979,Employee,11,0,15,0,1,2,1,0,0.929,0
U102980,Employee,16,4,25,3,0,2,0,1,0.778,0
U102981,Manager,16,0,16,0,1,3,0,1,0.5,0
U102982,Employee,9,1,12,1,0,3,0,0,0.567,0
U102983,Manager,0,1,17,2,0,3,0,0,0.294,0
U102984,Employee,3,1,9,1,1,2,0,1,0.223,0
U102985,Employee,11,2,13,0,2,0,0,1,0.375,0
U102986,Contractor,15,1,21,0,0,1,1,0,0.786,0
U102987,Employee,21,0,18,1,1,4,1,0,0.084,0
U102988,Contractor,14,2,13,0,1,2,0,0,0.27,0
U102989,Employee,17,2,9,2,1,2,1,0,0.647,1
U102990,Employee,11,0,14,0,2,1,1,0,0.972,0
U102991,Employee,23,1,13,1,1,5,0,1,0.413,0
U102992,Manager,23,0,19,2,1,1,1,0,0.321,0
U102993,Employee,16,1,12,1,0,2,0,0,0.683,0
U102994,Employee,9,1,13,0,1,4,0,0,0.072,0
U102995,Manager,0,1,22,1,1,3,1,1,0.712,0
U102996,Employee,13,3,19,0,0,4,1,0,0.145,0
U102997,Employee,4,1,15,0,1,3,1,0,0.01,1
U102998,Contractor,2,1,12,1,0,2,0,1,0.25,0
U102999,Employee,17,1,19,0,1,2,1,0,0.453,0
U103000,Admin,12,1,22,2,0,2,0,0,0.276,0
U103001,Admin,3,0,13,0,0,3,1,0,0.719,0
U103002,Manager,12,1,19,1,2,4,1,0,0.864,0
U103003,Employee,1,0,13,0,0,5,0,0,0.197,1
U103004,Employee,3,2,11,0,0,5,0,0,0.742,0
U103005,Employee,14,0,7,0,1,2,0,0,0.579,0
U103006,Employee,9,3,18,0,1,1,0,0,0.427,0
U103007,Manager,10,0,9,1,1,2,0,0,0.07,0
U103008,Contractor,20,2,8,0,1,3,1,1,0.683,0
U103009,Employee,19,1,18,2,0,3,0,0,0.939,0
U103010,Manager,22,2,18,0,1,4,0,0,0.167,1
U103011,Employee,6,1,15,0,0,1,1,0,0.892,0
U103012,Admin,16,1,13,1,1,2,0,0,0.145,0
U103013,Employee,11,2,9,0,2,1,1,1,0.072,0
U103014,Employee,1,2,18,3,0,1,0,0,0.517,0
U103015,Employee,4,2,15,0,0,1,0,0,0.982,0
U103016,Employee,6,1,11,1,1,3,0,0,0.386,0
U103017,Employee,20,1,15,1,1,2,1,0,0.991,0
U103018,Manager,20,3,23,1,2,3,0,0,0.626,0
U103019,Employee,9,1,9,2,1,2,1,0,0.102,0
U103020,Employee,1,1,17,1,1,1,0,1,0.918,0
U103021,Employee,3,1,14,0,0,3,0,0,0.051,0
U103022,Employee,18,1,16,0,0,3,0,0,0.892,0
U103023,Contractor,3,2,17,1,3,3,0,1,0.584,0
U103024,Manager,1,2,6,1,1,4,1,0,0.348,0
U103025,Admin,17,0,17,0,0,5,0,0,0.152,0
U103026,Employee,11,3,11,0,1,0,0,1,0.79,0
U103027,Employee,4,2,16,2,0,4,0,0,0.492,0
U103028,Admin,19,2,23,0,1,0,0,0,0.506,1
U103029,Employee,11,1,23,2,0,2,0,0,0.061,0
U103030,Admin,13,5,18,0,2,3,0,1,0.991,0
U103031,Manager,18,2,19,0,0,2,0,0,0.918,1
U103032,Contractor,7,0,17,3,1,1,0,1,0.657,1
U103033,Employee,23,2,14,0,1,3,0,0,0.408,0
U103034,Employee,22,2,16,1,0,1,0,0,0.639,0
U103035,Employee,23,0,15,0,0,1,1,0,0.091,0
U103036,Manager,16,2,25,0,1,0,0,0,0.013,0
U103037,Employee,9,1,13,2,1,3,0,0,0.447,0
U103038,Employee,12,1,14,0,1,2,1,0,0.406,0
U103039,Admin,15,0,15,2,1,1,1,0,0.523,0
U103040,Employee,23,1,10,1,1,4,0,0,0.293,0
U103041,Manager,16,1,14,0,0,3,1,0,0.887,0
U103042,Employee,23,2,19,0,1,3,1,1,0.954,0
U103043,Employee,13,0,13,0,1,0,0,0,0.848,1
U103044,Employee,12,1,10,1,0,2,1,0,0.028,1
U103045,Manager,17,2,19,0,0,2,1,1,0.531,0
U103046,Employee,11,1,9,1,1,0,0,0,0.512,0
U103047,Employee,5,1,14,2,0,1,1,0,0.154,0
U103048,Employee,10,1,24,1,1,5,1,0,0.897,0
U103049,Employee,17,2,18,2,2,2,0,1,0.644,0
U103050,Employee,12,1,14,1,1,2,0,0,0.108,0
U103051,Manager,15,2,5,1,0,4,0,0,0.56,0
U103052,Admin,19,2,15,0,1,1,1,0,0.546,0
U103053,Employee,16,0,10,1,2,0,0,0,0.127,0
U103054,Employee,12,2,9,0,0,1,1,0,0.199,0
U103055,Contractor,9,0,23,1,1,2,0,1,0.586,1
U103056,Employee,16,2,21,0,0,4,0,0,0.015,1
U103057,Employee,3,1,14,1,0,1,1,0,0.882,0
U103058,Admin,9,1,18,1,0,1,0,1,0.386,0
U103059,Manager,14,0,17,0,1,3,1,0,0.811,0
U103060,Admin,15,0,13,3,1,5,0,0,0.99,1
U103061,Employee,16,0,16,1,0,1,1,0,0.562,0
U103062,Employee,22,1,18,0,1,1,1,0,0.146,0
U103063,Employee,20,0,13,0,0,2,1,0,0.132,0
U103064,Employee,15,1,21,1,0,1,0,0,0.247,0
U103065,Manager,18,1,12,1,1,1,0,0,0.089,1
U103066,Employee,6,0,16,1,0,2,0,0,0.637,1
U103067,Manager,6,2,14,3,0,1,0,0,0.143,0
U103068,Employee,21,0,22,0,1,1,0,1,0.632,0
U103069,Employee,2,1,14,1,1,2,1,0,0.492,0
U103070,Employee,14,1,12,1,0,4,0,0,0.516,0
U103071,Contractor,7,4,14,2,1,1,0,0,0.867,1
U103072,Contractor,13,3,13,0,0,3,0,0,0.965,0
U103073,Employee,19,0,9,1,2,5,0,0,0.303,0
U103074,Employee,17,1,19,1,0,1,0,1,0.354,1
U103075,Employee,13,1,14,0,0,3,0,0,0.728,0
U103076,Employee,9,0,8,2,0,0,1,0,0.703,0
U103077,Contractor,23,1,10,1,0,1,0,0,0.246,0
U103078,Employee,19,1,21,0,1,4,0,0,0.399,0
U103079,Employee,21,1,14,1,2,0,1,0,0.999,0
U103080,Employee,1,0,19,1,1,2,1,1,0.109,0
